Number,Date,USD,EUR,GBP,CHF,JPY,CAD,AUD
318,25/12/2015,1.004332,0.970651,0.978697,0.941944,0.997924,0.915935,0.943030
319,26/12/2015,1.004874,0.970651,0.978697,0.941944,0.997411,0.911957,0.943030
320,27/12/2015,1.004874,0.970651,0.978697,0.941944,0.997411,0.911957,0.943030
321,28/12/2015,1.003935,0.970235,0.977123,0.940037,0.998504,0.908090,0.939662
322,29/12/2015,1.005356,0.966058,0.972416,0.935991,0.997021,0.912028,0.944131
323,30/12/2015,1.004730,0.966586,0.972214,0.939980,0.997675,0.909530,0.943159
324,31/12/2015,1.003662,0.959963,0.966912,0.927439,0.999019,0.907717,0.941722
325,01/01/2016,1.003273,0.960401,0.967411,0.927865,0.999335,0.912292,0.943418
326,02/01/2016,1.004005,0.960401,0.967411,0.927865,0.998613,0.909131,0.943418
327,03/01/2016,1.003783,0.959515,0.966827,0.929165,0.998828,0.910022,0.943755
328,04/01/2016,0.997303,0.957177,0.965319,0.926458,1.005884,0.905463,0.930465
329,05/01/2016,0.994576,0.950498,0.962684,0.920964,1.008967,0.902245,0.927614
330,06/01/2016,0.990837,0.952885,0.959797,0.921887,1.013152,0.896884,0.916604
331,07/01/2016,0.982206,0.965878,0.959600,0.934588,1.022375,0.894696,0.908884
332,08/01/2016,0.979935,0.965868,0.952827,0.933949,1.025079,0.890434,0.900386
333,09/01/2016,0.979965,0.965868,0.952827,0.933949,1.025051,0.890092,0.900386
334,10/01/2016,0.978740,0.967210,0.952910,0.936095,1.026392,0.889523,0.898818
335,11/01/2016,0.983370,0.959869,0.954157,0.927309,1.021419,0.887147,0.904829
336,12/01/2016,0.984899,0.958630,0.947091,0.926015,1.019859,0.885093,0.904557
337,13/01/2016,0.981829,0.962345,0.945235,0.923161,1.023377,0.879172,0.898197
338,14/01/2016,0.987946,0.959952,0.946490,0.923896,1.016641,0.879564,0.905853
339,15/01/2016,0.978510,0.964835,0.935437,0.931233,1.027278,0.868084,0.888365
340,16/01/2016,0.978353,0.964835,0.935437,0.931233,1.027454,0.867911,0.888365
341,17/01/2016,0.978660,0.965351,0.936452,0.927124,1.027182,0.865482,0.888236
342,18/01/2016,0.981801,0.963142,0.935077,0.924080,1.023734,0.867476,0.890567
343,19/01/2016,0.983200,0.964729,0.930435,0.925738,1.022158,0.866362,0.895490
344,20/01/2016,0.979690,0.961550,0.931492,0.923556,1.025919,0.871641,0.898080
345,21/01/2016,0.985723,0.960223,0.933348,0.921421,1.019046,0.884113,0.908443
346,22/01/2016,0.992437,0.954676,0.936118,0.915589,1.011813,0.893195,0.906941
347,23/01/2016,0.992398,0.954676,0.935984,0.913897,1.011873,0.893044,0.907018
348,24/01/2016,0.990909,0.954655,0.935530,0.913967,1.013477,0.892254,0.906967
349,25/01/2016,0.988334,0.959431,0.934411,0.917325,1.016426,0.882555,0.898469
350,26/01/2016,0.989287,0.960484,0.940978,0.912961,1.015121,0.893682,0.907148
351,27/01/2016,0.989931,0.964287,0.934810,0.915607,1.014375,0.895153,0.908495
352,28/01/2016,0.993401,0.966850,0.942222,0.916058,1.010426,0.899012,0.917537
353,29/01/2016,1.010980,0.957592,0.934744,0.908069,0.992206,0.903279,0.917446
354,30/01/2016,1.010595,0.957592,0.934744,0.908069,0.992605,0.902974,0.917446
355,31/01/2016,1.012834,0.957032,0.934611,0.906491,0.990358,0.902969,0.915322
356,01/02/2016,1.008597,0.963342,0.946545,0.910937,0.994455,0.904444,0.920749
357,02/02/2016,1.000937,0.965530,0.945317,0.911661,1.002620,0.897368,0.910387
358,03/02/2016,0.986374,0.980469,0.956899,0.923896,1.017355,0.914660,0.926553
359,04/02/2016,0.976093,0.990099,0.956592,0.934880,1.028272,0.917253,0.932460
360,05/02/2016,0.976058,0.986442,0.951597,0.937513,1.028721,0.906804,0.914933
361,06/02/2016,0.976579,0.986442,0.951473,0.936315,1.028149,0.906607,0.915827
362,07/02/2016,0.977101,0.985244,0.952067,0.935435,1.027533,0.908809,0.917705
363,08/02/2016,0.966864,0.989202,0.947077,0.940837,1.038922,0.906068,0.916475
364,09/02/2016,0.962852,0.998058,0.949037,0.954569,1.043224,0.908796,0.914920
365,10/02/2016,0.947321,0.997259,0.953007,0.954078,1.061085,0.906198,0.919907
366,11/02/2016,0.941241,1.000532,0.950109,0.955158,1.068206,0.906635,0.922304
367,12/02/2016,0.946970,0.995103,0.951928,0.950758,1.061479,0.911356,0.920063
368,13/02/2016,0.947295,0.995103,0.951928,0.950758,1.061102,0.911048,0.920063
369,14/02/2016,0.950649,0.992400,0.952454,0.949397,1.057183,0.911844,0.921397
370,15/02/2016,0.955912,0.987809,0.948597,0.942173,1.051154,0.912827,0.925412
371,16/02/2016,0.954154,0.985420,0.938407,0.939694,1.053384,0.909976,0.921915
372,17/02/2016,0.955573,0.983293,0.936947,0.935718,1.051540,0.922471,0.929040
373,18/02/2016,0.947424,0.982234,0.940331,0.935162,1.061104,0.918408,0.925983
374,19/02/2016,0.941875,0.984180,0.945167,0.938270,1.067599,0.916520,0.925905
375,20/02/2016,0.941809,0.984180,0.945235,0.935572,1.067703,0.916386,0.926060
376,21/02/2016,0.941396,0.983381,0.935917,0.937494,1.068282,0.915005,0.924972
377,22/02/2016,0.945216,0.974900,0.928184,0.929165,1.063724,0.920747,0.936812
378,23/02/2016,0.936625,0.974814,0.919353,0.937134,1.074097,0.914474,0.931631
379,24/02/2016,0.938345,0.973655,0.913846,0.938934,1.071980,0.920747,0.931501
380,25/02/2016,0.946260,0.974631,0.916271,0.938081,1.062342,0.931556,0.937071
381,26/02/2016,0.953356,0.966343,0.910270,0.933461,1.054391,0.933797,0.922887
382,27/02/2016,0.953791,0.966343,0.910270,0.933461,1.053892,0.933469,0.922887
383,28/02/2016,0.950926,0.965699,0.909412,0.931775,1.057276,0.931350,0.922822
384,29/02/2016,0.941075,0.962607,0.913744,0.930841,1.068843,0.932011,0.924636
385,01/03/2016,0.952891,0.961456,0.916105,0.931868,1.054770,0.939674,0.929817
386,02/03/2016,0.948979,0.960839,0.923780,0.932055,1.059084,0.939534,0.943704
387,03/03/2016,0.950360,0.967909,0.929947,0.935906,1.057183,0.941146,0.952875
388,04/03/2016,0.950940,0.973151,0.934012,0.935445,1.056217,0.947799,0.963108
389,05/03/2016,0.950876,0.973151,0.934012,0.935445,1.056295,0.947512,0.963108
390,06/03/2016,0.951250,0.971888,0.932578,0.934400,1.055948,0.946512,0.959843
391,07/03/2016,0.948331,0.973837,0.935610,0.933086,1.059214,0.949146,0.965569
392,08/03/2016,0.942176,0.972776,0.932154,0.932046,1.066661,0.940374,0.962460
393,09/03/2016,0.946749,0.971451,0.932048,0.930375,1.061076,0.952392,0.967253
394,10/03/2016,0.943431,0.988196,0.937348,0.943321,1.064771,0.945958,0.966087
395,11/03/2016,0.950641,0.985530,0.943794,0.945049,1.056003,0.954691,0.979236
396,12/03/2016,0.951427,0.985530,0.943794,0.945049,1.055093,0.954464,0.979236
397,13/03/2016,0.950494,0.987269,0.943400,0.945049,1.056180,0.953255,0.979313
398,14/03/2016,0.951113,0.981437,0.936973,0.940913,1.055697,0.950591,0.973834
399,15/03/2016,0.945513,0.982059,0.928723,0.940932,1.062464,0.944811,0.966476
400,16/03/2016,0.942205,0.991777,0.935210,0.949659,1.065790,0.961955,0.977098
401,17/03/2016,0.930523,1.000532,0.949834,0.960343,1.079210,0.971734,0.990440
402,18/03/2016,0.932320,0.996348,0.950164,0.958292,1.077178,0.970322,0.984741
403,19/03/2016,0.932330,0.996348,0.950164,0.957490,1.077178,0.969970,0.984741
404,20/03/2016,0.931450,0.997090,0.949174,0.958084,1.078290,0.967116,0.983575
405,21/03/2016,0.937141,0.993281,0.942750,0.956693,1.071616,0.963718,0.980336
406,22/03/2016,0.938022,0.992133,0.933228,0.954667,1.070538,0.966813,0.986813
407,23/03/2016,0.939542,0.988428,0.926140,0.952220,1.069128,0.955110,0.975621
408,24/03/2016,0.943029,0.987269,0.927004,0.951547,1.065054,0.952169,0.974611
409,25/03/2016,0.944899,0.987269,0.928710,0.949785,1.062896,0.951350,0.972059
410,26/03/2016,0.945416,0.987269,0.928710,0.949785,1.062303,0.950237,0.972059
411,27/03/2016,0.948051,0.986563,0.927069,0.949300,1.059233,0.950720,0.971826
412,28/03/2016,0.947097,0.990343,0.935744,0.954029,1.060037,0.957669,0.978393
413,29/03/2016,0.941270,0.998238,0.943821,0.960989,1.066471,0.965858,0.989016
414,30/03/2016,0.938628,1.002006,0.943007,0.962433,1.069452,0.972289,0.991995
415,31/03/2016,0.939481,1.005986,0.942546,0.966389,1.068368,0.971241,0.993160
416,01/04/2016,0.932437,1.007407,0.933693,0.970124,1.076831,0.969807,0.994327
417,02/04/2016,0.932811,1.007407,0.933427,0.969191,1.076406,0.969440,0.993420
418,03/04/2016,0.933496,1.006902,0.933202,0.968809,1.075616,0.967858,0.992901
419,04/04/2016,0.929837,1.006811,0.935851,0.968607,1.080180,0.964846,0.984170
420,05/04/2016,0.923029,1.006192,0.928723,0.971027,1.088713,0.960110,0.976968
421,06/04/2016,0.917449,1.008223,0.927528,0.971942,1.095452,0.964543,0.985751
422,07/04/2016,0.907530,1.005482,0.922273,0.971342,1.108303,0.960198,0.972940
423,08/04/2016,0.904334,1.007740,0.926873,0.974144,1.112098,0.971450,0.977901
424,09/04/2016,0.904198,1.007740,0.926873,0.973649,1.112273,0.971005,0.978653
425,10/04/2016,0.906333,1.008051,0.927004,0.974144,1.109490,0.972101,0.979753
426,11/04/2016,0.903151,1.008925,0.933826,0.973419,1.113407,0.977395,0.983536
427,12/04/2016,0.908599,1.006455,0.936118,0.972155,1.106130,0.988328,0.995103
428,13/04/2016,0.915089,0.997090,0.931069,0.960890,1.098245,0.984327,0.991995
429,14/04/2016,0.914250,0.996292,0.928053,0.961089,1.099290,0.982709,0.996516
430,15/04/2016,0.909624,0.997731,0.931916,0.959589,1.105052,0.984473,0.999767
431,16/04/2016,0.910123,0.997731,0.931916,0.966312,1.104363,0.983470,0.999767
432,17/04/2016,0.904035,0.998938,0.929908,0.961089,1.112510,0.972109,0.989016
433,18/04/2016,0.912056,0.999740,0.937482,0.962832,1.101739,0.988081,1.006425
434,19/04/2016,0.913205,1.004214,0.944025,0.965535,1.100055,0.993762,1.009845
435,20/04/2016,0.918062,0.999390,0.940708,0.956240,1.094066,0.997746,1.010519
436,21/04/2016,0.915042,0.998238,0.939657,0.952874,1.098075,0.991567,1.002863
437,22/04/2016,0.933823,0.992378,0.945303,0.949164,1.075020,0.996273,0.998731
438,23/04/2016,0.934415,0.992133,0.945303,0.948574,1.074320,0.995835,0.998731
439,24/04/2016,0.931029,0.993114,0.947775,0.949348,1.078377,0.995801,0.998498
440,25/04/2016,0.928563,0.996202,0.950659,0.952611,1.081288,0.995424,0.999249
441,26/04/2016,0.929157,0.998859,0.956341,0.953882,1.080374,1.000714,1.003265
442,27/04/2016,0.931622,1.001507,0.954033,0.956614,1.077565,1.002638,0.984611
443,28/04/2016,0.903967,1.003884,0.958577,0.961188,1.111903,1.005098,0.988497
444,29/04/2016,0.889942,1.012055,0.958535,0.968193,1.130161,1.005194,0.985311
445,30/04/2016,0.890109,1.012055,0.958955,0.967705,1.129948,1.005033,0.984870
446,01/05/2016,0.890896,1.013354,0.958017,0.968708,1.128855,1.005900,0.986373
447,02/05/2016,0.890275,1.018832,0.962162,0.972257,1.129460,1.007024,0.992539
448,03/05/2016,0.892954,1.016980,0.954616,0.973684,1.126453,0.993457,0.971165
449,04/05/2016,0.895096,1.016010,0.951735,0.970439,1.123924,0.980952,0.966929
450,05/05/2016,0.898057,1.008315,0.950797,0.959530,1.120205,0.981715,0.968030
451,06/05/2016,0.896887,1.008211,0.946763,0.955060,1.122077,0.977479,0.954144
452,07/05/2016,0.896652,1.008211,0.946763,0.955060,1.122389,0.977326,0.954144
453,08/05/2016,0.899013,1.006719,0.946736,0.954961,1.119318,0.975936,0.955076
454,09/05/2016,0.906876,1.006719,0.945726,0.956309,1.109285,0.973774,0.947305
455,10/05/2016,0.913681,1.005517,0.948090,0.952317,1.100518,0.976828,0.954558
456,11/05/2016,0.907371,1.010170,0.947228,0.956732,1.108426,0.981104,0.952745
457,12/05/2016,0.912917,1.005745,0.947679,0.956476,1.101467,0.982556,0.947564
458,13/05/2016,0.909437,0.999729,0.942208,0.952308,1.106212,0.975212,0.941307
459,14/05/2016,0.909947,0.999729,0.942208,0.952308,1.105565,0.975004,0.941307
460,15/05/2016,0.909677,1.000441,0.941383,0.951888,1.105917,0.973925,0.941993
461,16/05/2016,0.912940,1.000362,0.947789,0.949591,1.101669,0.978145,0.943807
462,17/05/2016,0.911887,1.000362,0.948337,0.947653,1.102983,0.977274,0.946916
463,18/05/2016,0.921680,0.992133,0.957583,0.940170,1.091066,0.968824,0.935776
464,19/05/2016,0.919683,0.990632,0.957905,0.937797,1.093638,0.964160,0.936423
465,20/05/2016,0.921441,0.992244,0.951487,0.938014,1.091522,0.962153,0.935491
466,21/05/2016,0.921749,0.992244,0.951487,0.938014,1.091144,0.961819,0.935491
467,22/05/2016,0.921107,0.992021,0.950659,0.937125,1.091958,0.961368,0.935879
468,23/05/2016,0.915728,0.991521,0.950081,0.938365,1.098707,0.959833,0.935258
469,24/05/2016,0.922146,0.984618,0.958661,0.935153,1.090769,0.961295,0.931229
470,25/05/2016,0.921546,0.986475,0.964283,0.937134,1.091353,0.968007,0.930711
471,26/05/2016,0.918240,0.989401,0.962091,0.938839,1.095312,0.972386,0.935517
472,27/05/2016,0.922545,0.982408,0.959222,0.933977,1.090215,0.968519,0.930646
473,28/05/2016,0.922767,0.982408,0.959222,0.933977,1.089943,0.968267,0.930646
474,29/05/2016,0.926913,0.982146,0.959572,0.933676,1.084861,0.967116,0.930206
475,30/05/2016,0.927400,0.985541,0.960134,0.936851,1.084166,0.967710,0.931760
476,31/05/2016,0.926082,0.984443,0.950122,0.935171,1.085841,0.964883,0.937032
477,01/06/2016,0.916485,0.989135,0.945985,0.939504,1.097673,0.964964,0.938755
478,02/06/2016,0.911647,0.985859,0.945072,0.937730,1.103895,0.963571,0.936164
479,03/06/2016,0.892476,1.004922,0.952454,0.951966,1.127944,0.975385,0.954066
480,04/06/2016,0.893048,1.004922,0.952454,0.951966,1.127195,0.974853,0.954066
481,05/06/2016,0.894049,1.003451,0.943658,0.951322,1.126020,0.973587,0.951190
482,06/06/2016,0.899533,1.004602,0.948597,0.957186,1.118506,0.984649,0.954895
483,07/06/2016,0.897844,1.004055,0.954130,0.962284,1.120424,0.989049,0.964144
484,08/06/2016,0.893853,1.008407,0.952481,0.969112,1.125398,0.994718,0.970621
485,09/06/2016,0.896607,1.000272,0.948899,0.962962,1.122140,0.991170,0.960310
486,10/06/2016,0.895470,0.994779,0.935851,0.963382,1.123903,0.987632,0.955336
487,11/06/2016,0.895711,0.994779,0.935851,0.963382,1.123590,0.987318,0.955336
488,12/06/2016,0.892184,0.993638,0.930858,0.962982,1.128314,0.987068,0.954817
489,13/06/2016,0.889934,0.998148,0.932035,0.964823,1.131267,0.983536,0.955919
490,14/06/2016,0.888977,0.991254,0.926585,0.964082,1.132750,0.981058,0.952486
491,15/06/2016,0.886955,0.995641,0.931320,0.966590,1.135286,0.977456,0.960129
492,16/06/2016,0.878163,0.994700,0.937871,0.962393,1.147284,0.976782,0.956372
493,17/06/2016,0.872987,0.996944,0.942154,0.967870,1.154260,0.978699,0.957668
494,18/06/2016,0.873442,0.996944,0.942154,0.967870,1.153633,0.978424,0.957668
495,19/06/2016,0.877072,1.003280,0.956913,0.967597,1.148326,0.982028,0.962072
496,20/06/2016,0.870401,1.000974,0.962755,0.965987,1.157440,0.985857,0.966087
497,21/06/2016,0.877225,0.994577,0.962444,0.965485,1.148084,0.985549,0.965051
498,22/06/2016,0.876877,1.001439,0.970259,0.967799,1.148304,0.984626,0.972953
499,23/06/2016,0.878936,1.001064,0.955074,0.965636,1.145611,0.983245,0.975285
500,24/06/2016,0.858206,0.983206,0.897604,0.962064,1.175717,0.970762,0.967603
501,25/06/2016,0.858528,0.983206,0.897604,0.962064,1.175264,0.970071,0.967603
502,26/06/2016,0.857838,0.975600,0.882452,0.954863,1.176672,0.968973,0.962072
503,27/06/2016,0.855620,0.973751,0.868285,0.949057,1.180313,0.965658,0.952810
504,28/06/2016,0.862541,0.978959,0.875890,0.947266,1.170096,0.969122,0.958704
505,29/06/2016,0.862896,0.983742,0.883426,0.948359,1.169219,0.975468,0.967357
506,30/06/2016,0.865353,0.981797,0.874430,0.951303,1.165873,0.973684,0.964637
507,01/07/2016,0.860775,0.984827,0.871040,0.954716,1.172196,0.977380,0.971087
508,02/07/2016,0.860891,0.984827,0.870254,0.953868,1.172047,0.977136,0.971269
509,03/07/2016,0.860610,0.984005,0.871885,0.953099,1.172528,0.977229,0.966346
510,04/07/2016,0.860687,0.985332,0.871225,0.956476,1.172184,0.980548,0.975025
511,05/07/2016,0.850171,0.978169,0.850103,0.950660,1.188143,0.970121,0.963833
512,06/07/2016,0.850075,0.981176,0.848004,0.952708,1.188038,0.973534,0.973640
513,07/07/2016,0.847324,0.978234,0.847336,0.948912,1.192281,0.970762,0.970232
514,08/07/2016,0.845453,0.977012,0.849850,0.944828,1.194984,0.967702,0.980129
515,09/07/2016,0.845524,0.977012,0.849520,0.944116,1.194889,0.967561,0.980336
516,10/07/2016,0.846519,0.976311,0.849333,0.944761,1.193441,0.967190,0.978925
517,11/07/2016,0.861215,0.977552,0.851626,0.945078,1.172116,0.961442,0.976204
518,12/07/2016,0.878807,0.977985,0.871121,0.938972,1.147142,0.966257,0.984948
519,13/07/2016,0.873335,0.980817,0.860721,0.943513,1.154637,0.972461,0.983847
520,14/07/2016,0.882026,0.981797,0.876346,0.946330,1.142398,0.977433,0.985958
521,15/07/2016,0.879442,0.975696,0.865399,0.945617,1.146223,0.973128,0.981606
522,16/07/2016,0.879373,0.975696,0.865456,0.944767,1.146332,0.972809,0.981502
523,17/07/2016,0.884349,0.977120,0.867929,0.943993,1.139495,0.973767,0.982992
524,18/07/2016,0.889821,0.978775,0.870508,0.945040,1.132120,0.973684,0.980958
525,19/07/2016,0.890034,0.973622,0.859976,0.941867,1.132216,0.968557,0.972447
526,20/07/2016,0.898571,0.974148,0.870220,0.941562,1.120947,0.965547,0.967499
527,21/07/2016,0.887386,0.975330,0.869009,0.942900,1.135704,0.965067,0.972188
528,22/07/2016,0.889590,0.970342,0.860427,0.941056,1.133038,0.960995,0.966890
529,23/07/2016,0.890368,0.970342,0.860427,0.941056,1.132002,0.960785,0.966890
530,24/07/2016,0.891714,0.969809,0.861376,0.939847,1.130203,0.960527,0.968108
531,25/07/2016,0.885786,0.971643,0.859942,0.941982,1.138211,0.954178,0.968263
532,26/07/2016,0.879900,0.971344,0.862894,0.936190,1.146124,0.957611,0.973290
533,27/07/2016,0.880527,0.978916,0.868469,0.943149,1.145011,0.960395,0.973601
534,28/07/2016,0.878888,0.979882,0.863485,0.948108,1.147262,0.959329,0.972914
535,29/07/2016,0.857048,0.988162,0.867825,0.958292,1.177456,0.967643,0.984132
536,30/07/2016,0.856907,0.988162,0.868021,0.957675,1.177675,0.967245,0.983834
537,31/07/2016,0.859273,0.987280,0.867057,0.957976,1.174315,0.966205,0.982785
538,01/08/2016,0.859628,0.987280,0.865033,0.959242,1.174005,0.961478,0.974961
539,02/08/2016,0.849079,0.991788,0.875025,0.962503,1.189001,0.962733,0.983834
540,03/08/2016,0.851318,0.985815,0.874384,0.954775,1.185845,0.965377,0.982979
541,04/08/2016,0.850214,0.984333,0.861342,0.953706,1.187462,0.969390,0.989417
542,05/08/2016,0.855306,0.980230,0.857716,0.947122,1.180417,0.957712,0.986554
543,06/08/2016,0.855546,0.980230,0.857716,0.947122,1.180070,0.957542,0.986554
544,07/08/2016,0.858043,0.980338,0.858491,0.947189,1.176465,0.957291,0.985829
545,08/08/2016,0.859146,0.979817,0.854989,0.944953,1.174820,0.959081,0.992189
546,09/08/2016,0.856111,0.982659,0.853332,0.946292,1.179120,0.961896,0.992577
547,10/08/2016,0.849637,0.988903,0.854187,0.953706,1.188237,0.966376,0.998990
548,11/08/2016,0.855066,0.984717,0.849905,0.952562,1.180359,0.971727,0.996632
549,12/08/2016,0.850963,0.987004,0.847730,0.953050,1.186395,0.973925,0.990648
550,13/08/2016,0.851182,0.987004,0.847730,0.953050,1.186078,0.973680,0.990648
551,14/08/2016,0.850906,0.987180,0.846953,0.952884,1.186477,0.973632,0.991606
552,15/08/2016,0.850500,0.988693,0.845197,0.954539,1.186981,0.975981,0.994158
553,16/08/2016,0.841889,0.996820,0.855078,0.965746,1.199301,0.980853,0.997202
554,17/08/2016,0.839553,0.998848,0.855792,0.965977,1.202831,0.982303,0.992526
555,18/08/2016,0.840980,1.003314,0.863792,0.972970,1.200356,0.987570,0.994482
556,19/08/2016,0.841772,1.001189,0.858042,0.967386,1.199529,0.980830,0.987746
557,20/08/2016,0.841929,1.001189,0.858042,0.967386,1.199297,0.980631,0.987746
558,21/08/2016,0.844843,0.998780,0.856540,0.965535,1.195079,0.978699,0.985207
559,22/08/2016,0.842383,1.000645,0.861863,0.964953,1.198691,0.975039,0.988238
560,23/08/2016,0.842860,0.999017,0.865730,0.963992,1.197974,0.976586,0.986139
561,24/08/2016,0.844838,0.995742,0.868250,0.960194,1.195103,0.975687,0.985518
562,25/08/2016,0.844825,0.998103,0.865616,0.960403,1.195067,0.977123,0.987487
563,26/08/2016,0.855183,0.989889,0.861784,0.949552,1.180336,0.970292,0.979365
564,27/08/2016,0.855187,0.989889,0.862044,0.949317,1.180336,0.969895,0.979430
565,28/08/2016,0.856096,0.990055,0.861297,0.949844,1.179062,0.969435,0.977046
566,29/08/2016,0.855171,0.989468,0.859942,0.949853,1.180348,0.969792,0.981476
567,30/08/2016,0.863843,0.985969,0.858817,0.944674,1.168196,0.964109,0.974494
568,31/08/2016,0.867313,0.986629,0.861636,0.944213,1.163288,0.962454,0.973911
569,01/09/2016,0.866784,0.990166,0.870901,0.948040,1.163784,0.963571,0.977875
570,02/09/2016,0.872376,0.986475,0.872279,0.947547,1.155814,0.971907,0.980336
571,03/09/2016,0.872351,0.986211,0.872221,0.946861,1.155870,0.971136,0.980466
572,04/09/2016,0.872102,0.986740,0.872175,0.947653,1.156215,0.970987,0.979779
573,05/09/2016,0.868622,0.985969,0.873452,0.947614,1.160951,0.975853,0.983381
574,06/09/2016,0.852382,0.994846,0.880486,0.957413,1.183649,0.982181,0.995363
575,07/09/2016,0.854903,0.993728,0.875083,0.957699,1.180116,0.979421,0.993290
576,08/09/2016,0.858780,0.996416,0.873220,0.955590,1.174613,0.976472,0.990894
577,09/09/2016,0.862174,0.993080,0.870555,0.952327,1.170221,0.967005,0.976282
578,10/09/2016,0.862125,0.992935,0.870647,0.952239,1.170278,0.967858,0.976321
579,11/09/2016,0.860142,0.993739,0.870786,0.952689,1.173100,0.966968,0.977163
580,12/09/2016,0.854551,0.993951,0.875083,0.956063,1.181020,0.968304,0.980013
581,13/09/2016,0.860931,0.991754,0.865616,0.950699,1.172344,0.958906,0.967396
582,14/09/2016,0.861218,0.994286,0.870208,0.954186,1.171841,0.956297,0.968678
583,15/09/2016,0.856821,0.994163,0.869113,0.956210,1.178045,0.958811,0.973017
584,16/09/2016,0.859159,0.986486,0.853065,0.947827,1.175119,0.954980,0.970349
585,17/09/2016,0.859231,0.986486,0.853065,0.946995,1.175027,0.954716,0.970491
586,18/09/2016,0.859491,0.986431,0.853932,0.947992,1.174602,0.955927,0.971269
587,19/09/2016,0.855733,0.988394,0.855792,0.947614,1.179919,0.955689,0.976153
588,20/09/2016,0.853339,0.986035,0.851902,0.948621,1.183393,0.957153,0.978653
589,21/09/2016,0.843840,0.989501,0.855234,0.954245,1.196996,0.964411,0.988588
590,22/09/2016,0.847220,0.990998,0.858592,0.958510,1.191796,0.967050,0.990557
591,23/09/2016,0.848757,0.992511,0.850698,0.957324,1.189802,0.958229,0.987202
592,24/09/2016,0.848990,0.992222,0.850897,0.957650,1.189449,0.957284,0.988627
593,25/09/2016,0.847847,0.993571,0.851460,0.958183,1.191111,0.959351,0.986334
594,26/09/2016,0.843647,0.994510,0.850864,0.958391,1.197401,0.953853,0.988523
595,27/09/2016,0.844461,0.991832,0.853676,0.956860,1.196102,0.955327,0.993446
596,28/09/2016,0.848032,0.992311,0.855457,0.956929,1.190568,0.965769,0.996140
597,29/09/2016,0.850301,0.991832,0.850467,0.961288,1.187462,0.959271,0.987979
598,30/09/2016,0.851223,0.993940,0.851681,0.956269,1.186044,0.961200,0.991852
599,01/10/2016,0.851329,0.993192,0.850500,0.955148,1.185927,0.961002,0.991735
600,02/10/2016,0.853225,0.993169,0.848377,0.955364,1.183206,0.960739,0.989987
601,03/10/2016,0.855252,0.991020,0.842927,0.953745,1.180255,0.961962,0.995415
602,04/10/2016,0.864002,0.991054,0.835307,0.949261,1.168060,0.956087,0.985803
603,05/10/2016,0.868559,0.990832,0.836798,0.953491,1.161512,0.957502,0.987254
604,06/10/2016,0.871365,0.985200,0.813655,0.947015,1.158098,0.954387,0.981333
605,07/10/2016,0.864585,0.990199,0.816084,0.950213,1.167595,0.949089,0.982758
606,08/10/2016,0.865112,0.990199,0.816084,0.950213,1.166851,0.948900,0.982758
607,09/10/2016,0.865318,0.989833,0.815780,0.949892,1.166495,0.952126,0.984274
608,10/10/2016,0.870793,0.984871,0.809638,0.945579,1.158857,0.958229,0.984365
609,11/10/2016,0.868189,0.977898,0.805562,0.940075,1.162838,0.953724,0.979521
610,12/10/2016,0.876017,0.973472,0.799573,0.938081,1.152113,0.950405,0.978717
611,13/10/2016,0.871229,0.976818,0.801821,0.941275,1.158578,0.955667,0.979727
612,14/10/2016,0.874908,0.969990,0.799612,0.938005,1.153418,0.960278,0.986502
613,15/10/2016,0.874879,0.969948,0.799788,0.937929,1.153429,0.960125,0.988627
614,16/10/2016,0.873774,0.969575,0.799281,0.937721,1.155048,0.960074,0.983782
615,17/10/2016,0.872119,0.973805,0.801625,0.940084,1.157139,0.962043,0.989507
616,18/10/2016,0.872177,0.970384,0.807247,0.938024,1.156983,0.962549,0.993886
617,19/10/2016,0.868342,0.970224,0.806255,0.938953,1.162287,0.960688,1.000635
618,20/10/2016,0.874351,0.966269,0.804081,0.935812,1.154271,0.953882,0.988627
619,21/10/2016,0.872284,0.962398,0.802547,0.935143,1.157384,0.946086,0.985337
620,22/10/2016,0.871925,0.962429,0.803461,0.936350,1.157819,0.946583,0.987590
621,23/10/2016,0.873026,0.962042,0.801635,0.934108,1.156404,0.944881,0.984728
622,24/10/2016,0.876270,0.961414,0.801527,0.934400,1.151925,0.945164,0.983186
623,25/10/2016,0.874877,0.962461,0.798795,0.933752,1.153772,0.944952,0.990855
624,26/10/2016,0.878107,0.964645,0.802704,0.934964,1.149259,0.943405,0.990440
625,27/10/2016,0.883406,0.963615,0.798503,0.934513,1.142203,0.942460,0.982668
626,28/10/2016,0.879236,0.971312,0.799983,0.940427,1.147723,0.942010,0.983886
627,29/10/2016,0.879389,0.971451,0.799924,0.940818,1.147503,0.942059,0.984093
628,30/10/2016,0.878128,0.971066,0.801429,0.940560,1.149237,0.941427,0.984054
629,31/10/2016,0.880176,0.970065,0.802802,0.938839,1.146442,0.940248,0.985259
630,01/11/2016,0.874117,0.977466,0.802910,0.952513,1.154460,0.942200,0.990220
631,02/11/2016,0.868329,0.981045,0.807247,0.954431,1.162433,0.941989,0.991140
632,03/11/2016,0.865601,0.981481,0.818017,0.953295,1.166110,0.942123,0.995285
633,04/11/2016,0.865833,0.985035,0.821418,0.959500,1.165669,0.941448,0.993730
634,05/11/2016,0.865935,0.984794,0.821305,0.959193,1.165533,0.941356,0.993808
